订单编号,订单日期,门店,产品ID,顾客ID,数量
20021957,11/22/2019,绍兴市,3007,2774,1
20021958,11/22/2019,东莞市,3004,2010,3
20021959,11/22/2019,唐山市,3008,3224,1
20021960,11/22/2019,无锡市,3005,2386,4
20021961,11/22/2019,武汉市,3005,1428,4
20021962,11/22/2019,泰兴市,3006,776,1
20021963,11/22/2019,无锡市,3006,2350,3
20021964,11/22/2019,岳阳市,3005,4863,3
20021965,11/22/2019,东莞市,3005,2008,1
20021966,11/22/2019,柳州市,3008,3686,1
20021967,11/22/2019,呼和浩特市,3006,1239,2
20021968,11/22/2019,杭州市,3007,353,1
20021969,11/22/2019,承德市,3005,2881,1
20021970,11/22/2019,南通市,3004,651,3
20021971,11/22/2019,南京市,3007,421,1
20021972,11/22/2019,承德市,3008,2819,1
20021973,11/22/2019,马鞍山市,3007,2123,2
20021974,11/22/2019,芜湖市,3008,1585,1
20021975,11/22/2019,肇庆市,3005,2686,1
20021976,11/22/2019,石家庄市,3004,1063,3
20021977,11/22/2019,襄阳市,3006,2210,1
20021978,11/22/2019,承德市,3005,2847,1
20021979,11/22/2019,南宁市,3002,3185,3
20021980,11/22/2019,北京市,3005,137,4
20021981,11/22/2019,昆明市,3004,4659,1
20021982,11/22/2019,南通市,3005,626,2
20021983,11/22/2019,石家庄市,3004,1087,1
20021984,11/22/2019,承德市,3009,2849,4
20021985,11/22/2019,惠州市,3005,4234,2
20021986,11/22/2019,中山市,3008,1835,3
20021987,11/22/2019,长沙市,3009,4128,4
20021988,11/22/2019,南京市,3006,454,3
20021989,11/22/2019,黄冈市,3009,3032,2
20021990,11/22/2019,哈尔滨市,3002,2584,1
20021991,11/22/2019,惠州市,3008,4218,1
20021992,11/22/2019,广州市,3005,1678,1
20021993,11/22/2019,昆明市,3005,4659,3
20021994,11/22/2019,承德市,3008,2804,4
20021995,11/22/2019,中山市,3006,1834,4
20021996,11/22/2019,昆明市,3006,4664,1
20021997,11/22/2019,柳州市,3005,3627,1
20021998,11/22/2019,天津市,3004,921,3
20021999,11/22/2019,泰兴市,3008,716,3
20022000,11/23/2019,无锡市,3008,2318,1
20022001,11/23/2019,桐乡市,3008,1947,1
20022002,11/23/2019,承德市,3004,2880,4
20022003,11/23/2019,石家庄市,3005,1004,2
20022004,11/23/2019,常州市,3006,590,4
20022005,11/23/2019,石家庄市,3004,1071,1
20022006,11/23/2019,唐山市,3004,3279,3
20022007,11/23/2019,郴州市,3005,4363,3
20022008,11/23/2019,秦皇岛市,3007,2494,2
20022009,11/23/2019,呼和浩特市,3002,1247,2
20022010,11/23/2019,肇庆市,3004,2620,1
20022011,11/23/2019,绍兴市,3004,2784,3
20022012,11/23/2019,包头市,3004,3703,1
20022013,11/23/2019,杭州市,3007,369,4
20022014,11/23/2019,武汉市,3009,1492,1
20022020,11/23/2019,郴州市,3011,4335,4
20022016,11/23/2019,荆州市,3010,3399,3
20022017,11/23/2019,北京市,3006,136,1
20022018,11/23/2019,呼和浩特市,3008,1287,1
20022019,11/23/2019,呼和浩特市,3009,1231,2
20022020,11/23/2019,泰州市,3006,3510,2
20022021,11/23/2019,荆州市,3007,3391,2
20022022,11/23/2019,唐山市,3007,3229,1
20022023,11/23/2019,呼和浩特市,3008,1233,3
20022024,11/23/2019,赤峰市,3006,3967,1
20022025,11/23/2019,镇江市,3006,1133,2
20022026,11/23/2019,佛山市,3005,2955,3
20022027,11/23/2019,长沙市,3006,4137,3
20022028,11/23/2019,东莞市,3005,2062,3
20022029,11/23/2019,唐山市,3005,3268,1
20022030,11/23/2019,襄阳市,3007,2252,2
20022031,11/23/2019,镇江市,3005,1104,1
20022032,11/23/2019,柳州市,3009,3668,1
20022033,11/23/2019,东莞市,3004,2018,1
20022034,11/23/2019,黄冈市,3009,3049,3
20022035,11/23/2019,赤峰市,3005,3956,3
20022036,11/23/2019,佛山市,3005,2922,1
20022037,11/23/2019,苏州市,3011,1310,3
20022038,11/23/2019,南宁市,3007,3157,3
20022039,11/23/2019,广州市,3004,1652,1
20022040,11/23/2019,赣州市,3009,4471,4
20022041,11/23/2019,北海市,3009,4008,4
20022042,11/23/2019,佛山市,3005,2912,1
20022043,11/23/2019,东莞市,3008,2037,3
20022044,11/23/2019,中山市,3006,1809,1
20022045,11/23/2019,宣城市,3006,3832,2
20022046,11/23/2019,广州市,3004,1646,1
20022047,11/23/2019,桐乡市,3008,1947,1
20022048,11/23/2019,荆州市,3006,3340,1
20022049,11/23/2019,南京市,3005,413,1
20022050,11/23/2019,江门市,3004,1757,3
20022051,11/23/2019,肇庆市,3005,2687,1
20022052,11/23/2019,北海市,3005,4033,1
20022053,11/23/2019,绍兴市,3004,2723,2
20022054,11/23/2019,无锡市,3006,2327,2
20022055,11/23/2019,无锡市,3009,2314,1
20022056,11/23/2019,东莞市,3005,2071,1
20022057,11/23/2019,石家庄市,3005,1098,3
20022058,11/23/2019,苏州市,3004,1342,3
20022059,11/23/2019,襄阳市,3008,2220,2
20022060,11/23/2019,赣州市,3005,4481,1
20022061,11/23/2019,绍兴市,3005,2739,1
20022062,11/23/2019,包头市,3005,3759,1
20022063,11/23/2019,惠州市,3008,4251,2
20022064,11/23/2019,绍兴市,3004,2708,2
20022065,11/23/2019,荆州市,3005,3392,1
20022066,11/23/2019,无锡市,3004,2370,2
20022067,11/23/2019,常州市,3008,533,1
20022068,11/23/2019,东莞市,3005,2007,1
20022069,11/23/2019,荆州市,3005,3348,3
20022070,11/23/2019,南京市,3005,471,1
20022071,11/23/2019,芜湖市,3008,1573,2
20022072,11/23/2019,北海市,3005,4095,3
20022073,11/23/2019,马鞍山市,3001,2186,1
20022074,11/23/2019,北海市,3006,4100,3
20022075,11/23/2019,襄阳市,3004,2277,1
20022076,11/23/2019,南京市,3004,468,1
20022077,11/23/2019,广州市,3004,1677,2
20022078,11/23/2019,惠州市,3005,4243,1
20022079,11/23/2019,石家庄市,3003,1012,3
20022080,11/23/2019,赣州市,3005,4414,1
20022081,11/23/2019,承德市,3009,2841,3
20022082,11/23/2019,马鞍山市,3006,2177,3
20022083,11/23/2019,江门市,3006,1746,1
20022084,11/23/2019,肇庆市,3007,2685,2
20022085,11/23/2019,绍兴市,3006,2760,1
20022086,11/23/2019,襄阳市,3005,2219,3
20022087,11/23/2019,承德市,3006,2806,1
20022088,11/23/2019,天津市,3003,915,4
20022089,11/23/2019,柳州市,3003,3660,1
20022090,11/23/2019,中山市,3004,1888,4
20022091,11/23/2019,江门市,3004,1731,3
20022092,11/23/2019,呼和浩特市,3003,1248,1
20022093,11/23/2019,承德市,3005,2879,2
20022094,11/23/2019,承德市,3002,2893,4
20022095,11/23/2019,呼和浩特市,3008,1287,1
20022096,11/23/2019,天津市,3007,947,3
20022097,11/23/2019,长沙市,3004,4191,1
20022098,11/23/2019,绍兴市,3005,2745,2
20022099,11/23/2019,天津市,3009,995,1
20022100,11/23/2019,诸暨市,3005,844,4
20022101,11/23/2019,泰州市,3005,3599,1
20022102,11/23/2019,南京市,3004,463,1
20022103,11/23/2019,赣州市,3008,4449,1
20022104,11/23/2019,泰兴市,3008,745,1
20022105,11/23/2019,武汉市,3002,1489,3
20022106,11/23/2019,承德市,3009,2864,2
20022107,11/23/2019,常州市,3005,589,1
20022108,11/23/2019,东莞市,3005,2064,2
20022109,11/23/2019,哈尔滨市,3007,2572,2
20022110,11/23/2019,赤峰市,3006,3951,4
20022111,11/23/2019,荆州市,3006,3388,2
20022112,11/23/2019,广州市,3011,1645,1
20022113,11/23/2019,武汉市,3008,1437,2
20022114,11/23/2019,肇庆市,3004,2629,2
20022115,11/23/2019,唐山市,3009,3287,1
20022116,11/23/2019,牡丹江市,3011,4588,4
20022117,11/23/2019,常州市,3005,580,2
20022118,11/23/2019,南宁市,3008,3101,2
20022119,11/23/2019,岳阳市,3005,4840,2
20022120,11/23/2019,东莞市,3007,2011,1
20022121,11/23/2019,北京市,3009,111,1
20022122,11/23/2019,黄冈市,3005,3040,2
20022123,11/23/2019,无锡市,3004,2400,1
20022124,11/23/2019,岳阳市,3005,4850,1
20022125,11/23/2019,包头市,3005,3734,1
20022126,11/23/2019,荆州市,3006,3345,2
20022127,11/23/2019,绍兴市,3006,2727,1
20022128,11/23/2019,中山市,3007,1827,1
20022129,11/23/2019,无锡市,3005,2314,4
20022130,11/23/2019,北京市,3008,130,3
20022131,11/23/2019,柳州市,3002,3628,2
20022132,11/23/2019,赤峰市,3005,3985,2
20022133,11/23/2019,柳州市,3008,3611,1
20022134,11/23/2019,郴州市,3005,4362,4
20022135,11/23/2019,呼和浩特市,3011,1292,1
20022136,11/23/2019,肇庆市,3006,2646,1
20022137,11/23/2019,呼和浩特市,3008,1248,4
20022138,11/23/2019,苏州市,3004,1330,2
20022139,11/23/2019,哈尔滨市,3004,2593,1
20022140,11/23/2019,承德市,3006,2805,1
20022141,11/23/2019,镇江市,3006,1129,1
20022142,11/23/2019,天津市,3011,960,1
20022143,11/23/2019,安庆市,3007,3474,1
20022144,11/23/2019,江门市,3005,1779,2
20022145,11/23/2019,南宁市,3005,3103,1
20022146,11/23/2019,无锡市,3008,2345,2
20022147,11/23/2019,南通市,3006,651,3
20022148,11/23/2019,赤峰市,3004,3984,3
20022149,11/23/2019,昆明市,3008,4638,3
20022150,11/23/2019,襄阳市,3005,2238,4
20022151,11/23/2019,呼和浩特市,3004,1237,4
20022152,11/23/2019,包头市,3007,3745,1
20022153,11/23/2019,长沙市,3009,4134,3
20022154,11/23/2019,南通市,3005,630,3
20022155,11/23/2019,哈尔滨市,3008,2502,1
20022156,11/23/2019,南宁市,3007,3168,1
20022157,11/23/2019,承德市,3005,2831,1
20022158,11/23/2019,包头市,3005,3734,1
20022159,11/23/2019,承德市,3006,2807,3
20022160,11/23/2019,江门市,3009,1791,1
20022161,11/23/2019,哈尔滨市,3006,2580,4
20022162,11/23/2019,南通市,3002,685,1
20022163,11/23/2019,呼和浩特市,3003,1220,3
20022164,11/23/2019,哈尔滨市,3008,2508,2
20022165,11/23/2019,昆明市,3008,4613,1
20022166,11/23/2019,北京市,3005,180,2
20022167,11/24/2019,包头市,3009,3788,1
20022168,11/24/2019,秦皇岛市,3011,2449,1
20022169,11/24/2019,常州市,3004,588,4
20022170,11/24/2019,唐山市,3005,3209,1
20022171,11/24/2019,柳州市,3002,3634,1
20022172,11/24/2019,唐山市,3007,3235,1
20022173,11/24/2019,宣城市,3007,3838,1
20022174,11/24/2019,肇庆市,3005,2663,2
20022175,11/24/2019,襄阳市,3004,2261,1
20022176,11/24/2019,马鞍山市,3001,2174,4
20022177,11/24/2019,诸暨市,3005,871,2
20022178,11/24/2019,哈尔滨市,3012,2589,1
20022179,11/24/2019,柳州市,3008,3677,1
20022180,11/24/2019,南京市,3005,435,1
20022181,11/24/2019,常州市,3004,580,3
20022182,11/24/2019,岳阳市,3006,4859,1
20022183,11/24/2019,承德市,3005,2892,1
20022184,11/24/2019,镇江市,3004,1182,4
20022185,11/24/2019,石家庄市,3004,1045,1
20022186,11/24/2019,肇庆市,3005,2671,1
20022187,11/24/2019,无锡市,3005,2335,3
20022188,11/24/2019,呼和浩特市,3002,1274,4
20022189,11/24/2019,南通市,3004,642,1
20022190,11/24/2019,马鞍山市,3004,2114,1
20022191,11/24/2019,宣城市,3007,3860,3
20022192,11/24/2019,芜湖市,3008,1562,4
20022193,11/24/2019,荆州市,3005,3332,1
20022194,11/24/2019,北海市,3008,4087,1
20022195,11/24/2019,江门市,3007,1795,2
20022196,11/24/2019,佛山市,3006,2909,1
20022197,11/24/2019,郴州市,3005,4330,1
20022198,11/24/2019,呼和浩特市,3008,1287,4
20022199,11/24/2019,郴州市,3008,4329,1
20022200,11/24/2019,包头市,3006,3780,3
20022201,11/24/2019,芜湖市,3006,1591,1
20022202,11/24/2019,唐山市,3006,3216,4
20022203,11/24/2019,昆明市,3006,4637,1
20022204,11/24/2019,泰兴市,3007,749,1
20022205,11/24/2019,北海市,3004,4045,1
20022206,11/24/2019,承德市,3002,2858,1
20022207,11/24/2019,广州市,3004,1686,1
20022208,11/24/2019,泰兴市,3004,745,1
20022209,11/24/2019,苏州市,3004,1323,1
20022210,11/24/2019,佛山市,3005,2960,4
20022211,11/24/2019,马鞍山市,3006,2155,1
20022212,11/24/2019,南通市,3006,683,2
20022213,11/24/2019,呼和浩特市,3006,1282,2
20022214,11/24/2019,呼和浩特市,3008,1268,1
20022215,11/24/2019,岳阳市,3006,4870,3
20022216,11/24/2019,肇庆市,3006,2637,2
20022217,11/24/2019,泰州市,3006,3556,1
20022218,11/24/2019,柳州市,3008,3674,3
20022219,11/24/2019,南通市,3008,665,2
20022220,11/24/2019,呼和浩特市,3006,1231,1
20022221,11/24/2019,柳州市,3008,3623,3
20022222,11/24/2019,包头市,3003,3762,1
20022223,11/24/2019,昆明市,3005,4656,1
20022224,11/24/2019,昆明市,3005,4652,3
20022225,11/24/2019,南通市,3009,632,1
20022226,11/24/2019,承德市,3006,2821,2
20022227,11/24/2019,承德市,3005,2897,3
20022228,11/24/2019,承德市,3007,2832,2
20022229,11/24/2019,承德市,3005,2887,3
20022230,11/24/2019,郴州市,3004,4382,1
20022231,11/24/2019,泰州市,3008,3583,3
20022232,11/24/2019,呼和浩特市,3008,1227,3
20022233,11/24/2019,包头市,3007,3761,1
20022234,11/24/2019,黄冈市,3004,3058,2
20022235,11/24/2019,呼和浩特市,3005,1208,1
20022236,11/24/2019,长沙市,3006,4154,1
20022237,11/24/2019,长沙市,3009,4188,1
20022238,11/24/2019,长沙市,3008,4190,4
20022239,11/24/2019,北京市,3006,156,1
20022240,11/24/2019,南京市,3009,412,3
20022241,11/24/2019,长沙市,3006,4190,1
20022242,11/24/2019,赤峰市,3004,3972,3
20022243,11/24/2019,昆明市,3005,4690,1
20022244,11/24/2019,承德市,3008,2856,1
20022245,11/24/2019,哈尔滨市,3009,2512,1
20022246,11/24/2019,东莞市,3006,2085,3
20022247,11/24/2019,无锡市,3005,2360,3
20022248,11/24/2019,江门市,3005,1764,1
20022249,11/24/2019,呼和浩特市,3009,1297,1
20022250,11/24/2019,北海市,3006,4041,2
20022251,11/24/2019,昆明市,3005,4700,4
20022252,11/24/2019,北海市,3006,4047,4
20022253,11/24/2019,肇庆市,3005,2639,3
20022254,11/24/2019,佛山市,3004,2939,3
20022255,11/24/2019,昆明市,3008,4668,3
20022256,11/24/2019,岳阳市,3006,4861,2
20022257,11/24/2019,呼和浩特市,3002,1231,3
20022258,11/24/2019,马鞍山市,3008,2169,2
20022259,11/24/2019,赣州市,3008,4424,1
20022260,11/24/2019,北海市,3001,4051,1
20022261,11/24/2019,中山市,3004,1883,4
20022262,11/24/2019,北京市,3006,176,1
20022263,11/24/2019,惠州市,3004,4297,1
20022264,11/24/2019,中山市,3008,1896,1
20022265,11/24/2019,嘉兴市,3009,260,1
20022266,11/24/2019,长沙市,3005,4152,1
20022267,11/24/2019,荆州市,3005,3356,3
20022268,11/24/2019,惠州市,3004,4229,1
20022269,11/24/2019,常州市,3005,520,1
20022270,11/24/2019,包头市,3006,3734,1
20022271,11/24/2019,昆明市,3009,4609,1
20022272,11/24/2019,中山市,3008,1843,1
20022273,11/24/2019,长沙市,3009,4192,2
20022274,11/24/2019,昆明市,3008,4612,1
20022275,11/24/2019,芜湖市,3007,1574,2
20022276,11/24/2019,郴州市,3005,4336,1
20022277,11/24/2019,苏州市,3002,1319,2
20022278,11/24/2019,东莞市,3006,2020,2
20022279,11/24/2019,荆州市,3005,3302,4
20022280,11/24/2019,呼和浩特市,3004,1269,3
20022281,11/24/2019,中山市,3008,1823,2
20022282,11/24/2019,呼和浩特市,3005,1212,2
20022283,11/24/2019,天津市,3009,978,2
20022284,11/24/2019,芜湖市,3006,1526,1
20022285,11/24/2019,南通市,3008,637,3
20022286,11/24/2019,承德市,3004,2852,1
20022287,11/24/2019,肇庆市,3006,2631,3
20022288,11/24/2019,昆明市,3008,4630,1
20022289,11/24/2019,泰兴市,3007,723,3
20022290,11/24/2019,赤峰市,3006,3934,3
20022291,11/24/2019,北海市,3007,4041,1
20022292,11/24/2019,昆明市,3009,4636,1
20022293,11/24/2019,荆州市,3006,3365,1
20022294,11/24/2019,唐山市,3007,3256,1
20022295,11/24/2019,南宁市,3005,3133,1
20022296,11/24/2019,唐山市,3004,3235,2
20022297,11/24/2019,马鞍山市,3008,2191,4
20022298,11/24/2019,东莞市,3006,2051,4
20022299,11/24/2019,赤峰市,3007,3972,1
20022300,11/24/2019,武汉市,3006,1416,1
20022301,11/24/2019,柳州市,3007,3648,1
20022302,11/24/2019,南京市,3005,459,1
20022303,11/24/2019,佛山市,3008,2981,1
20022304,11/24/2019,黄冈市,3006,3072,1
20022305,11/24/2019,赣州市,3006,4474,4
20022306,11/24/2019,长沙市,3004,4166,4
20022307,11/24/2019,北海市,3005,4023,4
20022308,11/24/2019,承德市,3006,2812,1
20022309,11/24/2019,东莞市,3006,2044,1
20022310,11/24/2019,无锡市,3005,2320,3
20022311,11/24/2019,哈尔滨市,3002,2579,1
20022312,11/24/2019,岳阳市,3008,4811,4
20022313,11/24/2019,北京市,3008,175,1
20022314,11/24/2019,襄阳市,3008,2275,3
20022315,11/24/2019,包头市,3009,3755,3
20022316,11/24/2019,广州市,3005,1631,1
20022317,11/24/2019,赤峰市,3004,3982,1
20022318,11/24/2019,安庆市,3001,3441,1
20022319,11/24/2019,东莞市,3006,2079,1
20022320,11/24/2019,天津市,3008,974,1
20022321,11/24/2019,苏州市,3008,1367,2
20022322,11/24/2019,泰兴市,3003,708,1
20022323,11/24/2019,苏州市,3006,1355,1
20022324,11/24/2019,襄阳市,3006,2251,3
20022325,11/24/2019,郴州市,3008,4384,2
20022326,11/24/2019,北海市,3004,4031,1
20022327,11/24/2019,南宁市,3008,3154,2
20022328,11/24/2019,芜湖市,3004,1533,1
20022329,11/24/2019,江门市,3007,1785,2
20022330,11/24/2019,常州市,3006,548,1
20022331,11/24/2019,马鞍山市,3007,2122,3
20022332,11/24/2019,绍兴市,3005,2781,2
20022333,11/24/2019,芜湖市,3008,1588,1
20022334,11/24/2019,昆明市,3004,4631,4
20022335,11/24/2019,南通市,3008,651,1
20022336,11/24/2019,呼和浩特市,3002,1255,1
20022337,11/24/2019,北京市,3007,163,3
20022338,11/24/2019,昆明市,3005,4640,4
20022339,11/24/2019,承德市,3005,2893,2
20022340,11/24/2019,北京市,3004,117,1
20022341,11/24/2019,郴州市,3005,4340,2
20022342,11/24/2019,北京市,3005,163,3
20022343,11/24/2019,襄阳市,3003,2267,1
20022344,11/24/2019,肇庆市,3006,2652,3
20022345,11/24/2019,襄阳市,3007,2257,1
20022346,11/24/2019,包头市,3004,3714,3
20022347,11/24/2019,承德市,3003,2892,3
20022348,11/25/2019,肇庆市,3008,2662,2
20022349,11/25/2019,马鞍山市,3005,2172,1
20022350,11/25/2019,赤峰市,3005,3961,1
20022351,11/25/2019,承德市,3008,2854,4
20022352,11/25/2019,南通市,3004,657,1
20022353,11/25/2019,郴州市,3005,4331,2
20022354,11/25/2019,唐山市,3008,3259,3
20022355,11/25/2019,绍兴市,3005,2726,3
20022356,11/25/2019,呼和浩特市,3008,1237,1
20022357,11/25/2019,赣州市,3006,4489,3
20022358,11/25/2019,赤峰市,3005,3964,1
20022359,11/25/2019,北京市,3008,165,1
20022360,11/25/2019,北海市,3004,4078,2
20022361,11/25/2019,长沙市,3006,4138,1
20022362,11/25/2019,南京市,3004,437,1
20022363,11/25/2019,诸暨市,3005,821,4
20022364,11/25/2019,天津市,3006,922,4
20022365,11/25/2019,南京市,3004,433,1
20022366,11/25/2019,北海市,3008,4081,1
20022367,11/25/2019,武汉市,3006,1430,1
20022368,11/25/2019,岳阳市,3005,4846,1
20022369,11/25/2019,黄冈市,3005,3028,1
20022370,11/25/2019,郴州市,3005,4400,2
20022371,11/25/2019,常州市,3005,599,4
20022372,11/25/2019,石家庄市,3005,1018,1
20022373,11/25/2019,肇庆市,3004,2631,1
20022374,11/25/2019,佛山市,3005,2905,2
20022375,11/25/2019,呼和浩特市,3007,1225,1
20022376,11/25/2019,芜湖市,3005,1522,4
20022377,11/25/2019,北京市,3008,134,1
20022378,11/25/2019,赤峰市,3006,3920,1
20022379,11/25/2019,东莞市,3004,2088,1
20022380,11/25/2019,郴州市,3009,4361,1
20022381,11/25/2019,佛山市,3005,2989,1
20022382,11/25/2019,肇庆市,3006,2689,3
20022383,11/25/2019,包头市,3004,3763,2
20022384,11/25/2019,柳州市,3009,3661,1
20022385,11/25/2019,南宁市,3008,3129,4
20022386,11/25/2019,东莞市,3006,2080,2
20022387,11/25/2019,呼和浩特市,3008,1257,1
20022388,11/25/2019,泰兴市,3004,794,4
20022389,11/25/2019,北京市,3006,149,1
20022390,11/25/2019,南京市,3005,481,1
20022391,11/25/2019,佛山市,3006,2994,2
20022392,11/25/2019,包头市,3004,3704,1
20022393,11/25/2019,昆明市,3005,4680,1
20022394,11/25/2019,广州市,3007,1643,3
20022395,11/25/2019,南通市,3011,651,1
20022396,11/25/2019,赣州市,3005,4492,1
20022397,11/25/2019,长沙市,3004,4139,1
20022398,11/25/2019,承德市,3009,2854,2
20022399,11/25/2019,武汉市,3006,1495,3
20022400,11/25/2019,泰兴市,3002,745,2
20022401,11/25/2019,北海市,3008,4037,1
20022402,11/25/2019,诸暨市,3004,817,1
20022403,11/25/2019,呼和浩特市,3005,1253,1
20022404,11/25/2019,呼和浩特市,3007,1267,3
20022405,11/25/2019,承德市,3005,2819,3
20022406,11/25/2019,北海市,3009,4056,1
20022407,11/25/2019,南京市,3006,423,1
20022408,11/25/2019,马鞍山市,3004,2188,4
20022409,11/25/2019,诸暨市,3005,827,4
20022410,11/25/2019,佛山市,3005,2966,1
20022411,11/25/2019,马鞍山市,3009,2105,4
20022412,11/25/2019,北海市,3004,4099,3
20022413,11/25/2019,荆州市,3008,3363,1
20022414,11/25/2019,东莞市,3005,2061,1
20022415,11/25/2019,海口市,3006,4944,3
20022416,11/25/2019,荆州市,3005,3358,1
20022417,11/25/2019,呼和浩特市,3009,1264,2
20022418,11/25/2019,唐山市,3006,3275,3
20022419,11/25/2019,东莞市,3005,2020,4
20022420,11/25/2019,荆州市,3004,3390,2
20022421,11/25/2019,郴州市,3005,4367,4
20022422,11/25/2019,石家庄市,3009,1071,1
20022423,11/25/2019,北海市,3006,4063,2
20022424,11/25/2019,承德市,3005,2893,1
20022425,11/25/2019,苏州市,3006,1338,2
20022426,11/25/2019,镇江市,3005,1117,1
20022427,11/25/2019,佛山市,3006,2987,1
20022428,11/25/2019,常州市,3005,533,4
20022429,11/25/2019,包头市,3005,3710,3
20022430,11/25/2019,承德市,3008,2885,3
20022431,11/25/2019,常州市,3004,561,3
20022432,11/25/2019,唐山市,3006,3286,1
20022433,11/25/2019,泰州市,3005,3568,4
20022434,11/25/2019,无锡市,3005,2342,3
20022435,11/25/2019,广州市,3005,1684,3
20022436,11/25/2019,长沙市,3006,4157,1
20022437,11/25/2019,郴州市,3005,4334,1
20022438,11/25/2019,长沙市,3006,4126,4
20022439,11/25/2019,芜湖市,3002,1577,1
20022440,11/25/2019,柳州市,3008,3639,1
20022441,11/25/2019,荆州市,3006,3395,2
20022442,11/25/2019,马鞍山市,3005,2163,3
20022443,11/25/2019,惠州市,3005,4300,2
20022444,11/25/2019,呼和浩特市,3008,1275,4
20022445,11/25/2019,赣州市,3008,4434,3
20022446,11/25/2019,惠州市,3005,4269,1
20022447,11/25/2019,佛山市,3007,2927,2
20022448,11/25/2019,绍兴市,3004,2739,3
20022449,11/25/2019,石家庄市,3012,1014,1
20022450,11/25/2019,安庆市,3005,3456,1
20022451,11/25/2019,东莞市,3009,2011,3
20022452,11/25/2019,承德市,3008,2848,1
20022453,11/25/2019,南通市,3006,612,3
20022454,11/25/2019,郴州市,3005,4355,1
20022455,11/25/2019,南京市,3004,455,2
20022456,11/25/2019,赣州市,3004,4404,3
20022457,11/25/2019,江门市,3006,1790,4
20022458,11/25/2019,黄冈市,3006,3043,1
20022459,11/25/2019,包头市,3009,3749,1
20022460,11/25/2019,北京市,3006,187,2
20022461,11/25/2019,南通市,3005,617,1
20022462,11/25/2019,承德市,3005,2812,4
20022463,11/25/2019,马鞍山市,3005,2198,1
20022464,11/25/2019,昆明市,3005,4632,3
20022465,11/25/2019,南宁市,3007,3106,1
20022466,11/25/2019,无锡市,3004,2338,3
20022467,11/25/2019,南通市,3005,646,2
20022468,11/25/2019,呼和浩特市,3005,1293,1
20022469,11/25/2019,包头市,3005,3748,1
20022470,11/25/2019,承德市,3005,2868,1
20022471,11/25/2019,南通市,3002,668,1
20022472,11/25/2019,江门市,3004,1793,4
20022473,11/25/2019,郴州市,3005,4380,1
20022474,11/25/2019,郴州市,3006,4380,4
20022475,11/25/2019,惠州市,3007,4210,1
20022476,11/25/2019,包头市,3005,3701,3
20022477,11/25/2019,北海市,3006,4039,4
20022478,11/25/2019,南宁市,3009,3104,1
20022479,11/25/2019,江门市,3007,1724,1
20022480,11/25/2019,长沙市,3007,4196,2
20022481,11/25/2019,宣城市,3008,3826,4
20022482,11/25/2019,赣州市,3009,4464,1
20022483,11/25/2019,柳州市,3002,3614,2
20022484,11/25/2019,佛山市,3008,2917,2
20022485,11/25/2019,芜湖市,3007,1536,2
20022486,11/25/2019,昆明市,3006,4692,2
20022487,11/25/2019,天津市,3002,959,1
20022488,11/25/2019,承德市,3008,2834,2
20022489,11/25/2019,广州市,3004,1633,2
20022490,11/25/2019,肇庆市,3005,2673,4
20022491,11/25/2019,佛山市,3011,2940,4
20022492,11/25/2019,呼和浩特市,3005,1257,4
20022493,11/25/2019,泰兴市,3006,778,4
20022494,11/25/2019,黄冈市,3005,3043,3
20022495,11/25/2019,南京市,3009,458,4
20022496,11/25/2019,北京市,3008,110,1
20022497,11/25/2019,昆明市,3005,4659,4
20022498,11/25/2019,哈尔滨市,3005,2565,4
20022499,11/25/2019,北海市,3009,4039,1
20022500,11/25/2019,中山市,3006,1805,3
20022501,11/25/2019,广州市,3004,1666,4
20022502,11/25/2019,昆明市,3006,4656,2
20022503,11/25/2019,赤峰市,3006,3939,1
20022504,11/25/2019,唐山市,3006,3300,3
20022505,11/25/2019,黄冈市,3005,3040,3
20022506,11/25/2019,荆州市,3004,3330,1
20022507,11/25/2019,长沙市,3009,4163,1
20022508,11/25/2019,嘉兴市,3006,269,2
20022509,11/25/2019,石家庄市,3009,1076,2
20022510,11/25/2019,芜湖市,3005,1579,2
20022511,11/25/2019,中山市,3008,1879,1
20022512,11/25/2019,惠州市,3005,4261,4
20022513,11/25/2019,广州市,3005,1688,3
20022514,11/25/2019,呼和浩特市,3008,1271,1
20022515,11/25/2019,南宁市,3009,3197,1
20022516,11/25/2019,赤峰市,3005,3977,2
20022517,11/25/2019,岳阳市,3005,4899,1
20022518,11/25/2019,哈尔滨市,3002,2557,1
20022519,11/25/2019,北京市,3009,166,4
20022520,11/25/2019,武汉市,3005,1482,1
20022521,11/25/2019,哈尔滨市,3009,2598,3
20022522,11/25/2019,郴州市,3005,4312,1
20022523,11/25/2019,赤峰市,3005,3988,1
20022524,11/25/2019,昆明市,3006,4647,4
20022525,11/25/2019,长沙市,3008,4113,1
20022526,11/25/2019,南通市,3004,686,1
20022527,11/25/2019,芜湖市,3004,1600,1
20022528,11/25/2019,南宁市,3007,3131,4
20022529,11/25/2019,呼和浩特市,3001,1268,3
20022530,11/25/2019,南宁市,3009,3104,3
20022531,11/25/2019,昆明市,3006,4646,1
20022532,11/25/2019,嘉兴市,3008,243,1
20022533,11/25/2019,南通市,3009,616,1
20022534,11/25/2019,江门市,3006,1716,2
20022535,11/25/2019,黄冈市,3008,3085,1
20022536,11/25/2019,北京市,3007,171,4
20022537,11/25/2019,北海市,3008,4078,4
